name,label,gender,region,format,augmentation,original_name
Jinesh Hingorani,PERSON,male,jain,firstname_lastname,original,Jinesh Hingorani
U Banuri,PERSON,male,muslim,initial_lastname,original,U Banuri
S Bargotti,PERSON,female,christian,initial_lastname_char_repeat,char_repeat,S Bargoti
Subszn,PERSON,female,assamese,firstname_only_char_insert+vowel_drop,char_insert+vowel_drop,Subasana
praneeth krishna/67,PERSON,male,telugu,lower_suffix_noise,suffix_noise,praneeth krishna
Managuli Mahadeva,PERSON,male,kannada,lastname_firstname,original,Managuli Mahadeva
PADMA SWAMY.,PERSON,female,kannada,upper_dots_added,dots_added,PADMA SWAMY
Vimala Sattiraju AC6573,PERSON,female,telugu,firstname_lastname_suffix_noise,suffix_noise,Vimala Sattiraju
arun ..,PERSON,male,kannada,lower_partial_masked,partial_masked,arun khanapur
Basanta Mjahi,PERSON,male,odia,firstname_lastname_typo_swap,typo_swap,Basanta Majhi
P2P-jagram khat,PERSON,male,rajasthani,lower_prefix_noise+truncated,prefix_noise+truncated,jagram khatik
SAR NAI,PERSON,female,telugu,upper_abbreviated,abbreviated,SARITHA NAIDU
Kuldeep Juneja,PERSON,female,punjabi,firstname_lastname,original,Kuldeep Juneja
mirza,PERSON,female,parsi,lower_last_name_only,last_name_only,villoo mirza
Lenka Suhsant,PERSON,male,odia,lastname_firstname_typo_swap,typo_swap,Lenka Sushant
Bahram E,PERSON,male,parsi,firstname_initial,original,Bahram E
P Baliga,PERSON,male,kannada,initial_lastname,original,P Baliga
Sahoo Kanhei,PERSON,male,odia,lastname_firstname,original,Sahoo Kanhei
LING PAIK,PERSON,male,odia,upper_abbreviated,abbreviated,LINGARAJ PAIK
SanthoshChhoteMurthy,PERSON,male,kannada,three_part_no_spaces,no_spaces,Santhosh Chhote Murthy
Jayaprakash K,PERSON,male,kannada,firstname_initial,original,Jayaprakash K
Kunti Varwad,PERSON,female,jain,firstname_lastname_phonetic_sub,phonetic_sub,Kunti Bharwad
Nishant K,PERSON,male,gujarati,firstname_initial,original,Nishant K
Mahendra S,PERSON,male,assamese,firstname_initial,original,Mahendra S
S Bada,PERSON,female,muslim,initial_lastname_abbreviated,abbreviated,S Badayuni
R Homji,PERSON,male,parsi,initial_lastname,original,R Homji
SohanPadamSaket,PERSON,male,hindi,three_part_no_spaces,no_spaces,Sohan Padam Saket
an m.,PERSON,female,christian,lower_truncated_ellipsis+abbreviated,truncated_ellipsis+abbreviated,angelina mukherji
BHAT,PERSON,female,kannada,upper_last_name_only,last_name_only,DEEKSHA BHAT
N    Potdar,PERSON,female,marathi,initial_lastname_extra_spaces,extra_spaces,N Potdar
C V Kambjo,PERSON,female,christian,initials_lastname_typo_swap,typo_swap,C V Kamboj
G S***,PERSON,male,bengali,initial_lastname_partial_masked,partial_masked,G Saha
Mann Labh,PERSON,male,punjabi,lastname_firstname,original,Mann Labh
ATHIRA-SEBASTIAN,PERSON,female,malayalam,upper_space_replaced,space_replaced,ATHIRA SEBASTIAN
ADIGA,PERSON,female,kannada,three_part_upper_last_name_only,last_name_only,LALITHA MAYA ADIGA
VIBHA PADMA PAREKH,PERSON,female,gujarati,three_part_upper,original,VIBHA PADMA PAREKH
Nirv..,PERSON,male,punjabi,firstname_only_partial_masked,partial_masked,Nirvair
Khatr Snh,PERSON,female,gujarati,lastname_firstname_vowel_drop,vowel_drop,Khatri Sneha
D Gadiali,PERSON,female,parsi,initial_lastname_phonetic_sub,phonetic_sub,D Ghadiali
Trpth Prthvrj,PERSON,male,jain,lastname_firstname_vowel_drop,vowel_drop,Tripathi Prithviraj
R H***,PERSON,female,assamese,initial_lastname_partial_masked,partial_masked,R Hazra
DAMAYANTI KALA GAULA,PERSON,female,telugu,three_part_upper_char_drop,char_drop,DAMAYANTI KALA GAJULA
Mehroo-G,PERSON,female,parsi,firstname_initial_space_replaced,space_replaced,Mehroo G
Maheswar S,PERSON,male,odia,firstname_initial,original,Maheswar S
N Kerwal,PERSON,male,parsi,initial_lastname_char_drop,char_drop,N Kerawala
Dasappa  A,PERSON,male,kannada,firstname_initial_extra_spaces,extra_spaces,Dasappa A
sharungbam swargiary,PERSON,female,northeast,lower,original,sharungbam swargiary
DHANAAKSHMI JAYARAMAN,PERSON,female,tamil,upper_char_drop,char_drop,DHANALAKSHMI JAYARAMAN
alda/Basudeb,PERSON,male,bengali,lastname_firstname_char_drop+space_replaced,char_drop+space_replaced,Haldar Basudeb
LAXMIPRIYA. MEHER,PERSON,female,odia,upper_dots_added,dots_added,LAXMIPRIYA MEHER
prabir khastun,PERSON,male,bengali,lower_char_insert,char_insert,prabir khatun
Satyanarayan Reka,PERSON,male,rajasthani,firstname_lastname_phonetic_sub,phonetic_sub,Satyanarayan Raika
A Oo,PERSON,male,malayalam,initial_lastname_abbreviated,abbreviated,A Oommen
Tanwir uSmani,PERSON,female,muslim,firstname_lastname_phonetic_sub,phonetic_sub,Tanveer Usmani
MARIYAM APNIKKAR,PERSON,female,malayalam,upper_typo_swap,typo_swap,MARIYAM PANIKKAR
Phule Shailaja,PERSON,female,marathi,lastname_firstname,original,Phule Shailaja
SANJUKTA NAHKA,PERSON,female,odia,upper_typo_swap,typo_swap,SANJUKTA NAHAK
D Oza,PERSON,female,gujarati,initial_lastname,original,D Oza
S Easwaran31,PERSON,female,malayalam,initial_lastname_suffix_noise,suffix_noise,S Easwaran
MRS Shyam B,PERSON,male,hindi,firstname_initial_prefix_noise,prefix_noise,Shyam B
S Bhosalee,PERSON,female,marathi,initial_lastname_char_repeat,char_repeat,S Bhosale
Z Lashkari,PERSON,female,parsi,initial_lastname,original,Z Lashkari
BIJU LACHHMAN IDICULA,PERSON,male,malayalam,three_part_upper,original,BIJU LACHHMAN IDICULA
H Ghoshal,PERSON,male,bengali,initial_lastname,original,H Ghoshal
W Vhatt,PERSON,female,gujarati,initial_lastname_phonetic_sub,phonetic_sub,V Bhatt
Maruti Kishore Magar-3213,PERSON,male,marathi,three_part_suffix_noise,suffix_noise,Maruti Kishore Magar
Jasmine Indu Mohapatra,PERSON,female,odia,three_part,original,Jasmine Indu Mohapatra
VANSILAL NONIA,PERSON,male,hindi,upper_phonetic_sub,phonetic_sub,BANSILAL NONIA
Hajong Imsunaro,PERSON,female,northeast,lastname_firstname,original,Hajong Imsunaro
brijmohan gulati,PERSON,male,rajasthani,lower,original,brijmohan gulati
Y Jakhar,PERSON,male,hindi,initial_lastname,original,Y Jakhar
BIJAYLAXMI HANSDA ZOJ,PERSON,female,odia,upper_suffix_noise,suffix_noise,BIJAYLAXMI HANSDA
GopalanRini,PERSON,female,malayalam,lastname_firstname_no_spaces,no_spaces,Gopalan Rini
Bai Bhu,PERSON,female,northeast,firstname_lastname_abbreviated,abbreviated,Baia Bhumij
Madan Dinshaw,PERSON,male,parsi,lastname_firstname,original,Madan Dinshaw
JANET DEVA...,PERSON,female,christian,upper_truncated_ellipsis,truncated_ellipsis,JANET DEVARAJAN
Mimi Dhali,PERSON,female,bengali,firstname_lastname,original,Mimi Dhali
Devika P,PERSON,female,hindi,firstname_initial,original,Devika P
kirti sutar,PERSON,male,gujarati,lower_char_drop,char_drop,kirti suthar
N K Vyas,PERSON,female,jain,initials_lastname,original,N K Vyas
GHUFRyAN SALAFI,PERSON,female,muslim,upper_char_insert,char_insert,GHUFRAN SALAFI
Shobh Nmbalkar,PERSON,female,marathi,firstname_lastname_vowel_drop,vowel_drop,Shobha Nimbalkar
jalandha...,PERSON,male,odia,lower_partial_masked,partial_masked,jalandhar mohanty
Muzaffar    K,PERSON,male,muslim,firstname_initial_extra_spaces,extra_spaces,Muzaffar K
Rajat K.,PERSON,male,bengali,firstname_initial_dots_added,dots_added,Rajat K
Magha,PERSON,male,punjabi,firstname_only_char_drop,char_drop,Maghar
bboman batliboi,PERSON,male,parsi,lower_char_repeat,char_repeat,boman batliboi
Nigam Navratan,PERSON,male,jain,lastname_firstname,original,Nigam Navratan
W Gore,PERSON,female,marathi,initial_lastname_phonetic_sub,phonetic_sub,V Gore
Drpriyankamitra,PERSON,female,assamese,lower_prefix_noise+no_spaces,prefix_noise+no_spaces,priyanka mitra
MEGHCHAND DIXIT,PERSON,male,jain,upper,original,MEGHCHAND DIXIT
Onkrapp,PERSON,male,kannada,firstname_only_vowel_drop,vowel_drop,Onkarappa
Daulat Eadlji,PERSON,female,parsi,firstname_lastname_typo_swap,typo_swap,Daulat Edalji
maibam khampti,PERSON,female,northeast,lower,original,maibam khampti
itra Mandal,PERSON,male,bengali,firstname_lastname_char_drop,char_drop,Aritra Mandal
Swamy Usha,PERSON,female,telugu,lastname_firstname,original,Swamy Usha
Subbulakscmi,PERSON,female,tamil,firstname_only_phonetic_sub,phonetic_sub,Subbulakshmi
R G Brot,PERSON,female,jain,initials_lastname_vowel_drop,vowel_drop,R G Barot
SarkariSarvar,PERSON,female,parsi,lastname_firstname_no_spaces,no_spaces,Sarkari Sarvar
jagram.khatik,PERSON,male,rajasthani,lower_space_replaced,space_replaced,jagram khatik
B Readymoney,PERSON,male,parsi,initial_lastname,original,B Readymoney
V Kndsamy,PERSON,male,tamil,initial_lastname_vowel_drop,vowel_drop,V Kandasamy
VILAS-THAKER,PERSON,male,gujarati,upper_space_replaced,space_replaced,VILAS THAKER
A Shanmugam,PERSON,male,christian,initial_lastname,original,A Shanmugam
PhuleManisha,PERSON,female,marathi,lastname_firstname_no_spaces,no_spaces,Phule Manisha
Bobita G,PERSON,female,assamese,firstname_initial,original,Bobita G
Swapn K,PERSON,female,kannada,firstname_initial_vowel_drop,vowel_drop,Swapna K
bijoy parameswaran,PERSON,male,malayalam,lower,original,bijoy parameswaran
NIRBHAY  CHOKSHI,PERSON,male,gujarati,upper_extra_spaces,extra_spaces,NIRBHAY CHOKSHI
SMT P R Karmarkar,PERSON,female,marathi,initials_lastname_prefix_noise,prefix_noise,P R Karmarkar
G Nan,PERSON,female,assamese,initial_lastname_abbreviated,abbreviated,G Nandy
pahiammal sambandam,PERSON,female,tamil,lower_char_drop,char_drop,pachiammal sambandam
padm,PERSON,male,telugu,lower_first_name_only+abbreviated,first_name_only+abbreviated,padmanabham mandava
iswaryalakshmi-thangavel,PERSON,female,tamil,lower_space_replaced,space_replaced,iswaryalakshmi thangavel
M Pai,PERSON,male,kannada,initial_lastname,original,M Pai
R Madhanii,PERSON,female,jain,initial_lastname_char_repeat,char_repeat,R Madhani
Selvaraj/Jagan,PERSON,male,tamil,lastname_firstname_space_replaced,space_replaced,Selvaraj Jagan
thenmozhi.,PERSON,female,tamil,lower_truncated_ellipsis,truncated_ellipsis,thenmozhi anbazhagan
Sucorita gUha,PERSON,female,bengali,firstname_lastname_phonetic_sub,phonetic_sub,Suchorita Guha
RAJKISHORE BHA,PERSON,male,odia,upper_truncated_ellipsis,truncated_ellipsis,RAJKISHORE BHANJA
SANJ BHOI,PERSON,male,marathi,upper_abbreviated,abbreviated,SANJOG BHOIR
RaneVinaya,PERSON,female,marathi,lastname_firstname_no_spaces,no_spaces,Rane Vinaya
MR T,PERSON,male,rajasthani,firstname_initial_last_name_only+prefix_noise,last_name_only+prefix_noise,Murarilal T
AEJAZ SIDDIQI,PERSON,male,muslim,upper,original,AEJAZ SIDDIQI
AHIMSA SRASWAT,PERSON,female,jain,upper_char_drop,char_drop,AHIMSA SARASWAT
Sri Deboleena,PERSON,female,bengali,firstname_only_prefix_noise,prefix_noise,Deboleena
Srini***,PERSON,male,telugu,firstname_initial_partial_masked,partial_masked,Srinivas M
Sayrah,PERSON,female,christian,firstname_only_char_insert,char_insert,Sarah
Pratik Keshwala-7691,PERSON,male,gujarati,firstname_lastname_suffix_noise,suffix_noise,Pratik Keshwala
RATANBAI GODARA,PERSON,female,jain,upper,original,RATANBAI GODARA
SiddappaManiKaddi,PERSON,male,kannada,three_part_no_spaces,no_spaces,Siddappa Mani Kaddi
BheruNehra,PERSON,male,rajasthani,firstname_lastname_truncated_ellipsis+no_spaces,truncated_ellipsis+no_spaces,Bheru Nehra
MRS SAROJ BANSAL,PERSON,female,rajasthani,upper_prefix_noise,prefix_noise,SAROJ BANSAL
SAPNA VISHWAKARMA,PERSON,female,hindi,upper,original,SAPNA VISHWAKARMA
smuitra sen,PERSON,female,assamese,lower_typo_swap+truncated_ellipsis,typo_swap+truncated_ellipsis,sumitra sen
Mrugsan Kthndramn,PERSON,male,tamil,lastname_firstname_vowel_drop,vowel_drop,Murugesan Kothandaraman
Shri M Ghorai,PERSON,female,christian,initial_lastname_prefix_noise,prefix_noise,M Ghorai
K    Sahni,PERSON,female,punjabi,initial_lastname_extra_spaces,extra_spaces,K Sahni
Bhee Savi,PERSON,female,jain,lastname_firstname_abbreviated,abbreviated,Bheel Savitaben
B Johal,PERSON,male,punjabi,initial_lastname,original,B Johal
deva selv,PERSON,male,tamil,lower_abbreviated,abbreviated,deva selvaraj
Gir***,PERSON,male,malayalam,firstname_initial_partial_masked,partial_masked,Gireesh G
A M Bast,PERSON,male,odia,initials_lastname_vowel_drop,vowel_drop,A M Bastia
V. V. VeXXX,PERSON,female,tamil,initials_lastname_dots_added+partial_masked,dots_added+partial_masked,V V Veerappan
LABHUBEN FIRODIA,PERSON,female,jain,upper,original,LABHUBEN FIRODIA
jason. kar,PERSON,male,christian,lower_dots_added,dots_added,jason kar
I Khangura,PERSON,male,punjabi,initial_lastname,original,I Khangura
ashrafi,PERSON,female,muslim,lower_last_name_only,last_name_only,afroza ashrafi
Eshvarya b,PERSON,female,tamil,firstname_initial_phonetic_sub,phonetic_sub,Aishwarya B
Niyati Katua,PERSON,female,odia,firstname_lastname_phonetic_sub,phonetic_sub,Niyati Khatua
S. Bairwa,PERSON,male,rajasthani,initial_lastname_dots_added,dots_added,S Bairwa
Lenthoi Kishore Maring,PERSON,male,northeast,three_part,original,Lenthoi Kishore Maring
AgnihotXXX,PERSON,male,hindi,lastname_firstname_partial_masked,partial_masked,Agnihotri Vishnu
Ilaiyaraja Y,PERSON,male,tamil,firstname_initial,original,Ilaiyaraja Y
Thapa Rajkkumar,PERSON,male,northeast,lastname_firstname_char_repeat,char_repeat,Thapa Rajkumar
Sukhdip v,PERSON,male,punjabi,firstname_initial_phonetic_sub,phonetic_sub,Sukhdeep W
sushant khatua,PERSON,male,odia,lower,original,sushant khatua
Ramana,PERSON,male,telugu,firstname_only,original,Ramana
Kashmiri Naghma,PERSON,female,muslim,lastname_firstname,original,Kashmiri Naghma
RatanbaiG,PERSON,female,jain,firstname_initial_no_spaces,no_spaces,Ratanbai G
MOTILALVISHWAKARMA,PERSON,male,hindi,upper_no_spaces,no_spaces,MOTILAL VISHWAKARMA
M.Naumani,PERSON,male,muslim,initial_lastname_space_replaced,space_replaced,M Naumani
Mrs Sreerama Mogili,PERSON,male,telugu,firstname_lastname_prefix_noise,prefix_noise,Sreerama Mogili
aSgolsem G,PERSON,female,northeast,firstname_initial_typo_swap,typo_swap,Sagolsem G
K Narnoli,PERSON,male,muslim,initial_lastname_phonetic_sub,phonetic_sub,K Narnauli
kanta durwe,PERSON,female,hindi,lower_phonetic_sub,phonetic_sub,kanta dhurve
ervad dbash,PERSON,female,parsi,lower_vowel_drop,vowel_drop,ervad dubash
Kiran Kohli.,PERSON,female,punjabi,firstname_lastname_dots_added,dots_added,Kiran Kohli
D'Sza Sthy,PERSON,female,malayalam,lastname_firstname_vowel_drop,vowel_drop,D'Souza Sathya
Shri N/Deori,PERSON,female,assamese,initial_lastname_space_replaced+prefix_noise,space_replaced+prefix_noise,N Deori
Kaikosru mArschall,PERSON,male,parsi,firstname_lastname_phonetic_sub,phonetic_sub,Kaikhosru Marshall
Tnj Drthy,PERSON,female,christian,lastname_firstname_vowel_drop+vowel_drop,vowel_drop+vowel_drop,Taneja Dorothy
D E***,PERSON,male,christian,initial_lastname_partial_masked,partial_masked,D Elangovan
K V Vnugopal,PERSON,male,tamil,initials_lastname_char_drop,char_drop,K V Venugopal
GurdipC,PERSON,female,punjabi,firstname_initial_no_spaces,no_spaces,Gurdip C
Hazel.B,PERSON,female,christian,firstname_initial_space_replaced,space_replaced,Hazel B
hreyas,PERSON,male,gujarati,firstname_only_char_drop,char_drop,Shreyas
kanaram-hooda,PERSON,male,rajasthani,lower_space_replaced,space_replaced,kanaram hooda
H Chaudhary,PERSON,male,rajasthani,initial_lastname,original,H Chaudhary
Naimish Thakkar,PERSON,male,gujarati,firstname_lastname,original,Naimish Thakkar
S Murthy,PERSON,male,kannada,initial_lastname,original,S Murthy
Jasleen P,PERSON,female,punjabi,firstname_initial,original,Jasleen P
ADINATH DHIR,PERSON,male,jain,three_part_upper_truncated_ellipsis,truncated_ellipsis,ADINATH DHIR DHANGAR
Tarannum Bihari,PERSON,female,muslim,firstname_lastname,original,Tarannum Bihari
Auja Parasram,PERSON,male,rajasthani,lastname_firstname_char_drop,char_drop,Ahuja Parasram
ehroz Maneckj,PERSON,female,parsi,firstname_lastname_char_drop,char_drop,Behroz Maneckji
NRIPEN CHOWDHURY,PERSON,male,bengali,upper,original,NRIPEN CHOWDHURY
Khorshed B,PERSON,female,parsi,firstname_initial,original,Khorshed B
Smt Maniyani Dinakar,PERSON,male,kannada,lastname_firstname_prefix_noise,prefix_noise,Maniyani Dinakar
ILA JEHVA,PERSON,female,gujarati,upper_char_drop,char_drop,ILA JETHVA
A Chattopadhyay-539,PERSON,male,bengali,initial_lastname_suffix_noise,suffix_noise,A Chattopadhyay
EMAnbazhagan,PERSON,male,christian,initials_lastname_no_spaces,no_spaces,E M Anbazhagan
Jiten,PERSON,male,assamese,firstname_only,original,Jiten
SHREYA KANA.,PERSON,female,gujarati,upper_truncated_ellipsis,truncated_ellipsis,SHREYA KANANI
HEMLATABEN CHANDEL,PERSON,female,jain,upper,original,HEMLATABEN CHANDEL
Vinaya_Gauri_Rane,PERSON,female,marathi,three_part_space_replaced,space_replaced,Vinaya Gauri Rane
Jnndra D,PERSON,male,gujarati,firstname_initial_vowel_drop,vowel_drop,Jinendra D
Dulumoni,PERSON,female,assamese,firstname_only,original,Dulumoni
veronica sharma,PERSON,female,christian,lower,original,veronica sharma
Shri Tiwari Keka,PERSON,female,bengali,lastname_firstname_prefix_noise,prefix_noise,Tiwari Keka
I Misr,PERSON,female,jain,initial_lastname_abbreviated,abbreviated,I Misra
Harijan Gautam,PERSON,male,gujarati,lastname_firstname,original,Harijan Gautam
H Dave,PERSON,male,gujarati,initial_lastname,original,H Dave
Jussawala Persis,PERSON,female,parsi,lastname_firstname,original,Jussawala Persis
L Shekhawat,PERSON,male,jain,initial_lastname,original,L Shekhawat
Madan Firooza,PERSON,female,parsi,lastname_firstname,original,Madan Firooza
desmond ***,PERSON,male,christian,lower_partial_masked,partial_masked,desmond tiwari
keshab dahikari,PERSON,male,assamese,lower_typo_swap,typo_swap,keshab adhikari
VARU***,PERSON,male,telugu,upper_partial_masked,partial_masked,VARUN KAKANI
Prasanth G,PERSON,male,malayalam,firstname_initial,original,Prasanth G
Goindan,PERSON,male,tamil,firstname_only_char_drop,char_drop,Govindan
Pail Veeramma,PERSON,female,kannada,lastname_firstname,original,Pail Veeramma
Padmanabham Karri,PERSON,male,telugu,firstname_lastname,original,Padmanabham Karri
narayan singh,PERSON,male,odia,lower,original,narayan singh
N Chakraborty,PERSON,female,assamese,initial_lastname,original,N Chakraborty
Kayal Cumki,PERSON,female,bengali,lastname_firstname_phonetic_sub,phonetic_sub,Kayal Chumki
Boman,PERSON,male,parsi,firstname_lastname_first_name_only,first_name_only,Boman Jal
Sahrvari T,PERSON,female,marathi,firstname_initial_typo_swap,typo_swap,Sharvari T
T Ravindranabth,PERSON,female,malayalam,initial_lastname_char_insert,char_insert,T Ravindranath
jenito tang,PERSON,male,northeast,lower_truncated_ellipsis,truncated_ellipsis,jenito tangkhul
Janet,PERSON,female,christian,firstname_initial_first_name_only,first_name_only,Janet Y
Aht***,PERSON,female,malayalam,firstname_initial_partial_masked+typo_swap,partial_masked+typo_swap,Athira K
Smi Bha,PERSON,female,odia,firstname_lastname_abbreviated,abbreviated,Smita Bhanja
R S Mangat,PERSON,female,punjabi,initials_lastname,original,R S Mangat
GULNAR AMARIA,PERSON,female,parsi,upper,original,GULNAR AMARIA
M Mka,PERSON,female,telugu,initial_lastname_vowel_drop,vowel_drop,M Meka
EMMANUEL GAIORLA,PERSON,male,christian,upper_typo_swap,typo_swap,EMMANUEL GAIROLA
ZemeOnerisa,PERSON,female,northeast,lastname_firstname_no_spaces,no_spaces,Zeme Onerisa
Baia843,PERSON,female,northeast,firstname_only_suffix_noise,suffix_noise,Baia
gori,PERSON,female,muslim,lower_last_name_only+phonetic_sub,last_name_only+phonetic_sub,noori ghori
Kurian Arun87,PERSON,male,malayalam,lastname_firstname_suffix_noise,suffix_noise,Kurian Arun
Sarla RMH,PERSON,female,gujarati,firstname_only_suffix_noise,suffix_noise,Sarla
Kambhampati Bharadwaj,PERSON,male,telugu,lastname_firstname,original,Kambhampati Bharadwaj
N Snoi,PERSON,female,punjabi,initial_lastname_typo_swap,typo_swap,N Soni
RUTH LUTHRA,PERSON,female,christian,upper,original,RUTH LUTHRA
Mr H Pidugu,PERSON,female,telugu,initial_lastname_prefix_noise,prefix_noise,H Pidugu
Brahmbhatt Susilaben,PERSON,female,jain,lastname_firstname,original,Brahmbhatt Susilaben
Birbal Syi..,PERSON,male,northeast,firstname_lastname_truncated_ellipsis,truncated_ellipsis,Birbal Syiem
prabhjot anand.,PERSON,male,punjabi,lower_dots_added,dots_added,prabhjot anand
I Dash-740,PERSON,female,odia,initial_lastname_suffix_noise,suffix_noise,I Dash
tarun singha,PERSON,male,bengali,lower,original,tarun singha
MRS Sarojini Giri,PERSON,female,odia,firstname_lastname_prefix_noise,prefix_noise,Sarojini Giri
MR Haseena G,PERSON,female,muslim,firstname_initial_prefix_noise,prefix_noise,Haseena G
Walter Shekhawwat,PERSON,male,christian,firstname_lastname_char_repeat,char_repeat,Walter Shekhawat
DIPALI PAGAR,PERSON,female,marathi,upper_truncated,truncated,DIPALI PAGARE
MaanPallavi,PERSON,female,punjabi,lastname_firstname_no_spaces,no_spaces,Maan Pallavi
Madahni Ramchand,PERSON,male,jain,lastname_firstname_typo_swap,typo_swap,Madhani Ramchand
Choti Saxena,PERSON,female,rajasthani,firstname_lastname,original,Choti Saxena
lamiyabukhari,PERSON,female,muslim,lower_no_spaces,no_spaces,lamiya bukhari
Gowtham N,PERSON,male,tamil,firstname_initial,original,Gowtham N
Tarao.Bhaskar,PERSON,male,assamese,lastname_firstname_space_replaced,space_replaced,Tarao Bhaskar
IMPS-Rajeshwari,PERSON,female,tamil,firstname_only_prefix_noise,prefix_noise,Rajeshwari
INDHU PILLAI,PERSON,female,malayalam,upper,original,INDHU PILLAI
Drauupadi R,PERSON,female,jain,firstname_initial_char_repeat,char_repeat,Draupadi R
D Dillon,PERSON,male,punjabi,initial_lastname_phonetic_sub+truncated,phonetic_sub+truncated,D Dhillon
Jamshed DD,PERSON,male,parsi,firstname_initial_char_repeat,char_repeat,Jamshed D
Adhvaryu Monia,PERSON,female,gujarati,lastname_firstname_char_drop,char_drop,Adhvaryu Monika
John Tesssy,PERSON,female,malayalam,lastname_firstname_char_repeat,char_repeat,John Tessy
MAJHI,PERSON,male,odia,upper_last_name_only,last_name_only,PRADEEP MAJHI
Shiraz Dotivala,PERSON,female,parsi,firstname_lastname,original,Shiraz Dotivala
Hina. Shukl.,PERSON,female,gujarati,firstname_lastname_dots_added,dots_added,Hina Shukl
M Kulkarni,PERSON,male,kannada,initial_lastname,original,M Kulkarni
FSarkari,PERSON,female,parsi,initial_lastname_no_spaces,no_spaces,F Sarkari
sham bahtti,PERSON,male,punjabi,lower_typo_swap,typo_swap,sham bhatti
Eknath Chary,PERSON,male,telugu,firstname_lastname,original,Eknath Chary
PujaXXX,PERSON,female,assamese,firstname_lastname_partial_masked,partial_masked,Puja Brahma
Savita Ghaisas,PERSON,female,marathi,firstname_lastname,original,Savita Ghaisas
P Dehuri,PERSON,male,odia,initial_lastname,original,P Dehuri
Nowrojee.Mithra,PERSON,female,parsi,lastname_firstname_space_replaced,space_replaced,Nowrojee Mithra
Divya Sannghvi,PERSON,female,gujarati,firstname_lastname_char_repeat,char_repeat,Divya Sanghvi
Dr Swati B,PERSON,female,marathi,firstname_initial_prefix_noise,prefix_noise,Swati B
GAYATHRI    RAVICHANDRAN,PERSON,female,tamil,upper_extra_spaces,extra_spaces,GAYATHRI RAVICHANDRAN
Mr MITALI PAL,PERSON,female,bengali,upper_prefix_noise,prefix_noise,MITALI PAL
narayan jana-296,PERSON,male,bengali,lower_suffix_noise,suffix_noise,narayan jana
P2P-Moumita Nag,PERSON,female,bengali,firstname_lastname_prefix_noise,prefix_noise,Moumita Nag
A K Kalwi,PERSON,female,hindi,initials_lastname_phonetic_sub,phonetic_sub,A K Kalbi
Sidhi Kapadia,PERSON,female,gujarati,firstname_lastname_double_merge,double_merge,Siddhi Kapadia
Nikhil,PERSON,male,hindi,firstname_only,original,Nikhil
Y Ghaznavi AC4528,PERSON,female,muslim,initial_lastname_suffix_noise,suffix_noise,Y Ghaznavi
S M Modukuri,PERSON,female,telugu,initials_lastname,original,S M Modukuri
S N Khuntia,PERSON,male,odia,initials_lastname,original,S N Khuntia
Shri damodar mynampati,PERSON,male,telugu,lower_prefix_noise,prefix_noise,damodar mynampati
Y    Yaranal,PERSON,female,kannada,initial_lastname_extra_spaces+truncated,extra_spaces+truncated,Y Yaranal
Gangte    Leishangthem,PERSON,female,northeast,lastname_firstname_extra_spaces,extra_spaces,Gangte Leishangthem
Kailash_U,PERSON,male,rajasthani,firstname_initial_space_replaced,space_replaced,Kailash U
Chandana Shobha Juyal,PERSON,female,jain,three_part,original,Chandana Shobha Juyal
NUSLI GANDHY,PERSON,male,parsi,upper,original,NUSLI GANDHY
SHRUTI BHATNAGAR,PERSON,female,hindi,upper,original,SHRUTI BHATNAGAR
Anandi Dixit.,PERSON,female,rajasthani,firstname_lastname_dots_added,dots_added,Anandi Dixit
Anjana,PERSON,female,odia,firstname_only,original,Anjana
SMT N G Pal,PERSON,male,hindi,initials_lastname_prefix_noise,prefix_noise,N G Pal
NEFT-M Bhavsar,PERSON,female,gujarati,initial_lastname_prefix_noise,prefix_noise,M Bhavsar
Patra Niyati,PERSON,female,odia,lastname_firstname,original,Patra Niyati
oli,PERSON,female,malayalam,firstname_only_char_drop+truncated,char_drop+truncated,Moli
Bijyo A,PERSON,male,northeast,firstname_initial_typo_swap,typo_swap,Bijoy A
BASAI PARASHAR,PERSON,female,hindi,upper_char_drop,char_drop,BASANTI PARASHAR
maureen ashokk,PERSON,female,christian,lower_char_repeat,char_repeat,maureen ashok
P Mohnn,PERSON,female,malayalam,initial_lastname_vowel_drop,vowel_drop,P Mohanan
Neelam Saket,PERSON,female,hindi,firstname_lastname,original,Neelam Saket
Ayaan S,PERSON,male,muslim,firstname_initial,original,Ayaan S
NIRUPAMA SATAPATHY VUG,PERSON,female,odia,upper_suffix_noise,suffix_noise,NIRUPAMA SATAPATHY
harichand awasthi,PERSON,male,jain,lower,original,harichand awasthi
Rgoer,PERSON,male,christian,firstname_only_typo_swap,typo_swap,Roger
ALICE BANDYOPADHYAY,PERSON,female,christian,upper,original,ALICE BANDYOPADHYAY
Nu D,PERSON,female,muslim,firstname_initial_abbreviated,abbreviated,Nusrat D
Mr Ilahabadi isar,PERSON,male,muslim,lastname_firstname_char_drop+prefix_noise,char_drop+prefix_noise,Illahabadi Nisar
BHURI. SAVITRI. VERMA,PERSON,female,rajasthani,three_part_upper_dots_added,dots_added,BHURI SAVITRI VERMA
Modi***,PERSON,female,gujarati,lastname_firstname_partial_masked+partial_masked,partial_masked+partial_masked,Modi Shilpa
