name,label,gender,region,format
Rajendra P,PERSON,male,telugu,firstname_initial
Chandrababu K,PERSON,male,telugu,firstname_initial
Gowda Roopa,PERSON,female,kannada,lastname_firstname
Zafar Hamdani,PERSON,male,muslim,firstname_lastname
VISHNU RAWALIYA,PERSON,male,rajasthani,upper
Khumukcham,PERSON,male,northeast,firstname_only
PALLAVI DURGA KADAM,PERSON,female,marathi,three_part_upper
Kar Erica,PERSON,female,christian,lastname_firstname
Bakhtiar D,PERSON,male,parsi,firstname_initial
Gurusamy Hariharan,PERSON,male,tamil,lastname_firstname
PRATUL RYMBAI,PERSON,male,assamese,upper
Janmesh,PERSON,male,gujarati,firstname_only
Gaurang P,PERSON,male,gujarati,firstname_initial
Heidi Verma,PERSON,female,christian,firstname_lastname
Gargi B,PERSON,female,assamese,firstname_initial
FENI PADHIAR,PERSON,female,gujarati,upper
P S Kanani,PERSON,female,jain,initials_lastname
Kodali Usha,PERSON,female,telugu,lastname_firstname
Tanda Naaz,PERSON,female,muslim,lastname_firstname
Perveen M,PERSON,female,parsi,firstname_initial
Raheela Rahmani,PERSON,female,muslim,firstname_lastname
Gurjar Jhuma,PERSON,female,rajasthani,lastname_firstname
mercy chandra,PERSON,female,christian,lower
Jashanpreet,PERSON,female,punjabi,firstname_only
omprakash godara,PERSON,male,rajasthani,lower
Behera Anjana,PERSON,female,odia,lastname_firstname
K B Dandapat,PERSON,female,bengali,initials_lastname
Kanani Tarak,PERSON,male,gujarati,lastname_firstname
Deba Barik,PERSON,male,odia,firstname_lastname
Poonia Shyam,PERSON,male,hindi,lastname_firstname
Wary Waikhom,PERSON,female,northeast,lastname_firstname
Anusha S,PERSON,female,tamil,firstname_initial
Vijay R,PERSON,male,tamil,firstname_initial
D Chadha,PERSON,male,punjabi,initial_lastname
Bhaskar,PERSON,male,telugu,firstname_only
JAYA USHA OOMMEN,PERSON,female,malayalam,three_part_upper
R Petit,PERSON,male,parsi,initial_lastname
sameer lakhnavi,PERSON,male,muslim,lower
Karabi Naik,PERSON,male,assamese,firstname_lastname
moloya saha,PERSON,female,assamese,lower
Tapas Kundu,PERSON,male,bengali,firstname_lastname
TEHZEEB RAHMANI,PERSON,female,muslim,upper
H Saren,PERSON,male,assamese,initial_lastname
BENAIFER GANDHY,PERSON,female,parsi,upper
Dara D,PERSON,male,punjabi,firstname_initial
Sravani,PERSON,female,telugu,firstname_only
Samanta Chitralekha,PERSON,female,assamese,lastname_firstname
Hansi T,PERSON,female,rajasthani,firstname_initial
Bhanu Vohra,PERSON,male,hindi,firstname_lastname
Kamath Varun,PERSON,male,kannada,lastname_firstname
Dulumoni G,PERSON,female,assamese,firstname_initial
Jinaya Chauhan,PERSON,female,jain,firstname_lastname
P Sastry,PERSON,male,telugu,initial_lastname
Bheel Namonarayan,PERSON,male,jain,lastname_firstname
EHTESHAM SHERWANI,PERSON,male,muslim,upper
Chhitar,PERSON,male,rajasthani,firstname_only
Sharma Soibam,PERSON,female,northeast,lastname_firstname
Elina,PERSON,female,northeast,firstname_only
GUMANI PANCHARIYA,PERSON,female,rajasthani,upper
Mustafa K,PERSON,male,muslim,firstname_initial
R Mitra,PERSON,female,christian,initial_lastname
Kanaiya S,PERSON,male,gujarati,firstname_initial
Raturi Pappi,PERSON,female,rajasthani,lastname_firstname
YUVIKA AWASTHI,PERSON,female,hindi,upper
CHANDULAL GOPAL MALHOTRA,PERSON,male,jain,three_part_upper
Muthulakshmi Nair,PERSON,female,tamil,firstname_lastname
Ongbi Konyak,PERSON,female,northeast,firstname_lastname
SUCHA KHATKAR,PERSON,male,punjabi,upper
Keka,PERSON,female,bengali,firstname_only
Rayapudi Veena,PERSON,female,telugu,lastname_firstname
noori zamani,PERSON,female,muslim,lower
Rajmal J,PERSON,male,rajasthani,firstname_initial
suneet nagra,PERSON,female,punjabi,lower
Utsav R,PERSON,male,gujarati,firstname_initial
Balbir Khosa,PERSON,female,punjabi,firstname_lastname
harichand raiyani,PERSON,male,jain,lower
Rami P,PERSON,female,rajasthani,firstname_initial
Atmanand S,PERSON,male,jain,firstname_initial
R Sema,PERSON,female,assamese,initial_lastname
vaidehi penmetsa,PERSON,female,telugu,lower
Sahibdeep,PERSON,female,punjabi,firstname_only
D Liangmai,PERSON,male,assamese,initial_lastname
Meghchand,PERSON,male,jain,firstname_only
dilnavaz jeejeebhoy,PERSON,female,parsi,lower
Parth,PERSON,male,hindi,firstname_only
PRAKASH KURIEN,PERSON,male,malayalam,upper
BOLIN SYIEM,PERSON,male,assamese,upper
george shanmugasundaram,PERSON,male,christian,lower
Sreekala S,PERSON,female,malayalam,firstname_initial
Sakhi M,PERSON,female,marathi,firstname_initial
K Iyengar,PERSON,female,kannada,initial_lastname
Khorshed A,PERSON,female,parsi,firstname_initial
O Islahi,PERSON,male,muslim,initial_lastname
Gerald D,PERSON,male,christian,firstname_initial
jamshed wadia,PERSON,female,parsi,lower
Gomti D,PERSON,female,hindi,firstname_initial
Rane Meenal,PERSON,female,marathi,lastname_firstname
Dolly,PERSON,female,hindi,firstname_only
noori bilgrami,PERSON,female,muslim,lower
geetha poulose,PERSON,female,malayalam,lower
Pothuri Sowjanya,PERSON,female,telugu,lastname_firstname
GUNAJIT SHARMA,PERSON,male,assamese,upper
Subhadra Parida,PERSON,female,odia,firstname_lastname
K Engineer,PERSON,female,parsi,initial_lastname
TATYA KARVE,PERSON,male,marathi,upper
T Ravindranath,PERSON,female,malayalam,initial_lastname
Bilgrami Naheed,PERSON,female,muslim,lastname_firstname
Deepu B,PERSON,male,christian,firstname_initial
K Singpho,PERSON,male,assamese,initial_lastname
D Garasiya,PERSON,female,jain,initial_lastname
Y Deshpande,PERSON,male,marathi,initial_lastname
Z S Commissariat,PERSON,female,parsi,initials_lastname
Malaichamy Chidambaram,PERSON,male,tamil,firstname_lastname
Nazir Edulji,PERSON,male,parsi,lastname_firstname
CHANDRASEKHAR KRISHNA,PERSON,male,telugu,upper
R Gahlot,PERSON,male,christian,initial_lastname
JASEEM KAIMAL,PERSON,male,malayalam,upper
Shankarrao Lele,PERSON,male,marathi,firstname_lastname
Sukhleen S,PERSON,female,punjabi,firstname_initial
Iti,PERSON,female,odia,firstname_only
Dumasia Jamshed,PERSON,male,parsi,lastname_firstname
Pushpa Lodhia,PERSON,female,jain,firstname_lastname
Barua Parthasarathi,PERSON,male,bengali,lastname_firstname
sylvia poddar,PERSON,female,christian,lower
D Barik,PERSON,male,odia,initial_lastname
PURAN UPADHYAY,PERSON,male,hindi,upper
Hazra Sabita,PERSON,female,bengali,lastname_firstname
Gavisiddappa Shirahatti,PERSON,male,kannada,firstname_lastname
Teresa C,PERSON,female,christian,firstname_initial
Naimish A,PERSON,male,gujarati,firstname_initial
K Yohannan,PERSON,male,malayalam,initial_lastname
Atokha Deori,PERSON,male,northeast,firstname_lastname
sriram selvaraj,PERSON,male,tamil,lower
Chandran Jibin,PERSON,male,malayalam,lastname_firstname
Manickam Udayakumar,PERSON,male,tamil,lastname_firstname
hemjyoti ganguly,PERSON,female,assamese,lower
I Gupta,PERSON,male,christian,initial_lastname
D Velayudhan,PERSON,male,malayalam,initial_lastname
dheeraj chandra,PERSON,male,telugu,lower
Mini Ninan,PERSON,female,malayalam,firstname_lastname
Ejaz R,PERSON,male,muslim,firstname_initial
RATANLAL TANEJA,PERSON,male,rajasthani,upper
Vimenuo Anal,PERSON,female,northeast,firstname_lastname
OBUL POTHURI,PERSON,male,telugu,upper
N Malladi,PERSON,male,telugu,initial_lastname
Nishad Mammen,PERSON,male,malayalam,firstname_lastname
Iyyappan N,PERSON,male,tamil,firstname_initial
A Kancharla,PERSON,male,telugu,initial_lastname
Walanbha H,PERSON,female,northeast,firstname_initial
Anamika J,PERSON,female,punjabi,firstname_initial
Paonam M,PERSON,male,northeast,firstname_initial
AMARSINGH GUJJAR,PERSON,male,rajasthani,upper
AMRUTA RAUT,PERSON,female,marathi,upper
Thakor Manali,PERSON,female,gujarati,lastname_firstname
Chandana Y,PERSON,female,telugu,firstname_initial
Boro Jonaki,PERSON,female,assamese,lastname_firstname
N Phom,PERSON,male,northeast,initial_lastname
V Luhar,PERSON,female,rajasthani,initial_lastname
harnoor chana,PERSON,female,punjabi,lower
Wadia Hilla,PERSON,female,parsi,lastname_firstname
supriya tandi,PERSON,female,odia,lower
Mahadeva P,PERSON,male,kannada,firstname_initial
Gurnam S,PERSON,male,punjabi,firstname_initial
LUCKY TOMAR,PERSON,male,hindi,upper
bindu madhavan,PERSON,female,malayalam,lower
T Gujjar,PERSON,female,rajasthani,initial_lastname
Rita Shree Nandy,PERSON,female,christian,three_part
Deol Paramjit,PERSON,female,punjabi,lastname_firstname
K Musahary,PERSON,female,assamese,initial_lastname
BASANT PRAKASH,PERSON,male,hindi,upper
Amrita S,PERSON,female,punjabi,firstname_initial
H Khaire,PERSON,female,marathi,initial_lastname
ivan ojha,PERSON,male,christian,lower
Dorothy Taneja,PERSON,female,christian,firstname_lastname
Rakhshanda Shamsi,PERSON,female,muslim,firstname_lastname
Ghanchi Chandni,PERSON,female,gujarati,lastname_firstname
Tanmoy Mondal,PERSON,male,bengali,firstname_lastname
Nair Supriya,PERSON,female,malayalam,lastname_firstname
HEENA MAKWANA,PERSON,female,gujarati,upper
Khaire Harshada,PERSON,female,marathi,lastname_firstname
Babli,PERSON,female,hindi,firstname_only
A Khatua,PERSON,male,odia,initial_lastname
Ishwaramma I,PERSON,female,kannada,firstname_initial
R Suvarna,PERSON,male,kannada,initial_lastname
sakhubai bagul,PERSON,female,marathi,lower
Isabelle S,PERSON,female,christian,firstname_initial
kiara bairwa,PERSON,female,hindi,lower
Ali Haider,PERSON,male,muslim,lastname_firstname
Rekha Mati Vekariya,PERSON,female,gujarati,three_part
Lakshmi B,PERSON,female,kannada,firstname_initial
STHANAKVASI GUPTA,PERSON,female,jain,upper
Phule Yamuna,PERSON,female,marathi,lastname_firstname
HEM PANJA,PERSON,male,assamese,upper
A Rajwade,PERSON,male,marathi,initial_lastname
S D Bhandary,PERSON,male,kannada,initials_lastname
Pradhan Pallabi,PERSON,female,odia,lastname_firstname
indra raika,PERSON,female,rajasthani,lower
C Rai,PERSON,female,northeast,initial_lastname
Kuldeep R,PERSON,male,punjabi,firstname_initial
daulat rawat,PERSON,male,rajasthani,lower
usha waghmare,PERSON,female,hindi,lower
Fadia Sanjay,PERSON,male,gujarati,lastname_firstname
BARASHA BAI KHARKONGOR,PERSON,female,assamese,three_part_upper
S Riar,PERSON,female,punjabi,initial_lastname
Renu Bhowmick,PERSON,female,assamese,firstname_lastname
L Purkayastha,PERSON,male,christian,initial_lastname
Kavita,PERSON,female,hindi,firstname_only
V Sundaram,PERSON,male,tamil,initial_lastname
N Momin,PERSON,female,muslim,initial_lastname
tapasya karji,PERSON,female,odia,lower
Naik Mansi,PERSON,female,gujarati,lastname_firstname
bajirao limaye,PERSON,male,marathi,lower
M Achuthan,PERSON,male,malayalam,initial_lastname
Anu M,PERSON,female,malayalam,firstname_initial
T Chopra,PERSON,female,christian,initial_lastname
Dandriyal Parshvanath,PERSON,male,jain,lastname_firstname
G Chippa,PERSON,female,rajasthani,initial_lastname
A Nijjar,PERSON,female,punjabi,initial_lastname
Shibu K,PERSON,male,malayalam,firstname_initial
L Kakani,PERSON,male,telugu,initial_lastname
Mathuralal C,PERSON,male,jain,firstname_initial
BHASKAR SIL,PERSON,male,assamese,upper
nowshir homji,PERSON,male,parsi,lower
H U Jain,PERSON,male,rajasthani,initials_lastname
Udaykumar K,PERSON,male,kannada,firstname_initial
waikhom khiangte,PERSON,female,northeast,lower
Anwar K,PERSON,male,muslim,firstname_initial
Abhijeet Karmarkar,PERSON,male,marathi,firstname_lastname
VARUN IYER,PERSON,male,kannada,upper
Harpal Lakhvir,PERSON,male,punjabi,firstname_lastname
Sayantani K,PERSON,female,bengali,firstname_initial
navya udawat,PERSON,female,hindi,lower
Narendra Majmudar,PERSON,male,gujarati,firstname_lastname
Manalisha,PERSON,female,assamese,firstname_only
RISHABH LUTHRA,PERSON,male,jain,upper
Captain Godrej,PERSON,male,parsi,lastname_firstname
Gargi,PERSON,female,bengali,firstname_only
B Satapathy,PERSON,female,odia,initial_lastname
Pradeep B,PERSON,male,odia,firstname_initial
vasantben berwal,PERSON,female,jain,lower
LANUSENLA BODO,PERSON,female,northeast,upper
S Unnikrishnan,PERSON,female,malayalam,initial_lastname
feroza banuri,PERSON,female,muslim,lower
Devi,PERSON,female,tamil,firstname_only
Kolhatkar Kaustubh,PERSON,male,marathi,lastname_firstname
MAHIMA LOHAR,PERSON,female,hindi,upper
Prabhdeep,PERSON,male,punjabi,firstname_only
Poulomi Baidya,PERSON,female,bengali,firstname_lastname
L P Ginwala,PERSON,male,parsi,initials_lastname
DHANASHREE MARATHE,PERSON,female,marathi,upper
VENU POTTI,PERSON,male,malayalam,upper
Angelo B,PERSON,male,christian,firstname_initial
F Mizo,PERSON,male,northeast,initial_lastname
Indrajeet M,PERSON,male,hindi,firstname_initial
C Gaikwad,PERSON,female,marathi,initial_lastname
Mohan C,PERSON,male,punjabi,firstname_initial
Damayanthi Devi,PERSON,female,telugu,firstname_lastname
INDIRA KOLHATKAR,PERSON,female,marathi,upper
Linda Dasgupta,PERSON,female,christian,firstname_lastname
CHANDRA SURAMPUDI,PERSON,female,telugu,upper
Hajeera Kashmiri,PERSON,female,muslim,firstname_lastname
athira karunakaran,PERSON,female,malayalam,lower
Bilashini,PERSON,female,northeast,firstname_only
RONGMEI TRILOK ZEME,PERSON,male,northeast,three_part_upper
George M,PERSON,male,christian,firstname_initial
Hardyal P,PERSON,male,punjabi,firstname_initial
pradeep menon,PERSON,male,malayalam,lower
Rajasekhar S,PERSON,male,telugu,firstname_initial
Najam C,PERSON,male,muslim,firstname_initial
Pervez,PERSON,male,parsi,firstname_only
Dixit Balbir,PERSON,male,rajasthani,lastname_firstname
H Sikand,PERSON,female,punjabi,initial_lastname
AHMAD MAUDUDI,PERSON,male,muslim,upper
Pitambar,PERSON,male,hindi,firstname_only
irani dubash,PERSON,male,parsi,lower
Jamila,PERSON,female,muslim,firstname_only
Sardar Pramila,PERSON,female,marathi,lastname_firstname
Armaity G,PERSON,female,parsi,firstname_initial
S Daroga,PERSON,female,hindi,initial_lastname
Labhuben Parekh,PERSON,female,jain,firstname_lastname
KONEENICA SENGUPTA,PERSON,female,bengali,upper
R Muraleedharan,PERSON,female,malayalam,initial_lastname
P Mammen,PERSON,female,malayalam,initial_lastname
D Nagori,PERSON,male,gujarati,initial_lastname
Kondal,PERSON,male,telugu,firstname_only
B Bamji,PERSON,male,parsi,initial_lastname
URMI BOSE,PERSON,female,bengali,upper
JERBAI DOCTOR,PERSON,female,parsi,upper
R Antia,PERSON,female,parsi,initial_lastname
CHAMUNDESHWARI PYARI GUDIVADA,PERSON,female,telugu,three_part_upper
MURUGESHWARI NATARAJAN,PERSON,female,tamil,upper
Manjunath S,PERSON,male,kannada,firstname_initial
Ratna,PERSON,female,hindi,firstname_only
SANJAY PARKASH CONTRACTOR,PERSON,male,gujarati,three_part_upper
Sequeira Shivanna,PERSON,male,kannada,lastname_firstname
N Chowdhury,PERSON,male,assamese,initial_lastname
C Kaswan,PERSON,male,christian,initial_lastname
ELDHO JAMES,PERSON,male,malayalam,upper
grace agarwal,PERSON,female,christian,lower
S Phule,PERSON,male,marathi,initial_lastname
Shanaya L,PERSON,female,hindi,firstname_initial
vithabai wagh,PERSON,female,marathi,lower
Tamang Gaurav,PERSON,male,assamese,lastname_firstname
BASANTA SATAPATHY,PERSON,male,odia,upper
nganbi ramchiary,PERSON,female,northeast,lower
Sambandam Violet,PERSON,female,christian,lastname_firstname
Srinivas M,PERSON,male,telugu,firstname_initial
Ilayaperumal Sundaresan,PERSON,male,tamil,firstname_lastname
Maharana Jagannath,PERSON,male,odia,lastname_firstname
Tulasidas N,PERSON,male,telugu,firstname_initial
UMESH NARGUND,PERSON,male,kannada,upper
wesley lakshmanan,PERSON,male,christian,lower
Suhasini Usha Chitnis,PERSON,female,marathi,three_part
lorenzo fernandez,PERSON,male,christian,lower
Jhala Sneha,PERSON,female,gujarati,lastname_firstname
R Sambhali,PERSON,female,muslim,initial_lastname
thangadurai kumaresan,PERSON,male,tamil,lower
B Halder,PERSON,male,assamese,initial_lastname
Jagmeet Jeet Singh,PERSON,male,punjabi,three_part
Zervaan S,PERSON,male,parsi,firstname_initial
Suthar Sneha,PERSON,female,gujarati,lastname_firstname
Prakash Palaniswamy,PERSON,male,tamil,firstname_lastname
padmanabham yerra,PERSON,male,telugu,lower
V Xavier,PERSON,male,malayalam,initial_lastname
ummedsingh sengar,PERSON,male,rajasthani,lower
BIRPAL WALIA,PERSON,male,punjabi,upper
S B Hota,PERSON,female,odia,initials_lastname
Bukhari Yasmin,PERSON,female,muslim,lastname_firstname
Ekam G,PERSON,male,punjabi,firstname_initial
Rukmani S,PERSON,female,rajasthani,firstname_initial
S T Shil,PERSON,male,bengali,initials_lastname
ratan digal,PERSON,male,odia,lower
Damayanthi,PERSON,female,telugu,firstname_only
Indira B,PERSON,female,marathi,firstname_initial
Maity Ananta,PERSON,male,assamese,lastname_firstname
kishni mishra,PERSON,female,rajasthani,lower
Naaz Jilani,PERSON,female,muslim,firstname_lastname
NARESH MALLADI,PERSON,male,telugu,upper
Sowjanya R,PERSON,female,telugu,firstname_initial
M Makwana,PERSON,female,jain,initial_lastname
MEETHI MALI,PERSON,female,rajasthani,upper
Thangavel Velusamy,PERSON,male,tamil,firstname_lastname
Firooza,PERSON,female,parsi,firstname_only
Naju Daya Homji,PERSON,female,parsi,three_part
ashim barik,PERSON,male,assamese,lower
Sarkari Edulji,PERSON,male,parsi,lastname_firstname
K Radhakrishnan,PERSON,male,malayalam,initial_lastname
Amrita,PERSON,female,punjabi,firstname_only
NAJMA TABLIGHI,PERSON,female,muslim,upper
Purna S,PERSON,male,odia,firstname_initial
N Jog,PERSON,male,marathi,initial_lastname
MANGA KATRAGADDA,PERSON,female,telugu,upper
Jhuma G,PERSON,female,rajasthani,firstname_initial
trilochan kol,PERSON,male,hindi,lower
Gopalan Lakshmi,PERSON,female,malayalam,lastname_firstname
Chandrika,PERSON,female,tamil,firstname_only
Tejal B,PERSON,female,marathi,firstname_initial
MOHAN HMAR,PERSON,male,assamese,upper
J Narang,PERSON,female,punjabi,initial_lastname
CHOTULAL SHARMA,PERSON,male,rajasthani,upper
R Raychaudhuri,PERSON,male,christian,initial_lastname
Bansal Aarav,PERSON,male,hindi,lastname_firstname
KALURAM NAGORI,PERSON,male,jain,upper
lakhimi chakma,PERSON,female,assamese,lower
Nakhuda Naeem,PERSON,male,muslim,lastname_firstname
DRAUPADI SHARMA,PERSON,female,jain,upper
Kailasam G,PERSON,male,telugu,firstname_initial
Amala Thampi,PERSON,female,malayalam,firstname_lastname
Pochkhanawala Hormazd,PERSON,male,parsi,lastname_firstname
NIRU BOSE,PERSON,female,assamese,upper
falgun shah,PERSON,male,gujarati,lower
Damodar B,PERSON,male,odia,firstname_initial
Usha Prajapati,PERSON,female,gujarati,firstname_lastname
malemngamba debbarma,PERSON,male,northeast,lower
Binoy Varma,PERSON,male,malayalam,firstname_lastname
Anuja Dabholkar,PERSON,female,marathi,firstname_lastname
ANANDI AGARWAL,PERSON,female,rajasthani,upper
Ghai Ajitpal,PERSON,male,punjabi,lastname_firstname
Yohannan Kannan,PERSON,male,malayalam,lastname_firstname
Vohra Ramniwas,PERSON,male,rajasthani,lastname_firstname
Dimple Parvati Tiwari,PERSON,female,hindi,three_part
Kathiresan Annapoorani,PERSON,female,tamil,lastname_firstname
Chhitar D,PERSON,male,rajasthani,firstname_initial
swapnil panwar,PERSON,male,hindi,lower
Anitha Prabha Hiremath,PERSON,female,kannada,three_part
RINGAI UDAI ZELIANG,PERSON,male,northeast,three_part_upper
N Ghaisas,PERSON,male,marathi,initial_lastname
Debika,PERSON,female,bengali,firstname_only
Bhuri Dabas,PERSON,female,rajasthani,firstname_lastname
K Deshpande,PERSON,male,marathi,initial_lastname
Prabhavathi Nayar,PERSON,female,kannada,firstname_lastname
Adil F,PERSON,male,parsi,firstname_initial
arpita sanyal,PERSON,female,bengali,lower
L V Gangte,PERSON,female,northeast,initials_lastname
Vithabai,PERSON,female,marathi,firstname_only
Arunachalam Mahalakshmi,PERSON,female,tamil,lastname_firstname
Cruz Keshav Muthusamy,PERSON,male,christian,three_part
Surbhi R,PERSON,female,gujarati,firstname_initial
SHARI KAIMAL,PERSON,male,malayalam,upper
Manjot Daya Singh,PERSON,female,punjabi,three_part
Birdy Nergish,PERSON,female,parsi,lastname_firstname
Akhil P,PERSON,male,hindi,firstname_initial
thangjam deori,PERSON,male,northeast,lower
jatin gangwar,PERSON,male,hindi,lower
Marbaniang Temsunaro,PERSON,female,northeast,lastname_firstname
Ratanlal,PERSON,male,rajasthani,firstname_only
Veerappa Hiremath,PERSON,male,kannada,firstname_lastname
Sainaba,PERSON,female,malayalam,firstname_only
LAIBI LEPCHA,PERSON,female,northeast,upper
Letminthang,PERSON,male,northeast,firstname_only
tiago sundaram,PERSON,male,christian,lower
Rasheed T,PERSON,male,malayalam,firstname_initial
Rukaya,PERSON,female,muslim,firstname_only
Ronnie B,PERSON,male,parsi,firstname_initial
JOGEN VAIPHEI,PERSON,male,assamese,upper
KANNAN KAIMAL,PERSON,male,malayalam,upper
B Sarpotdar,PERSON,male,marathi,initial_lastname
Gabriel,PERSON,male,christian,firstname_only
Vinoda Kandula,PERSON,female,telugu,firstname_lastname
yaswanth brahma,PERSON,male,telugu,lower
Thapar Arshdeep,PERSON,female,punjabi,lastname_firstname
Sundaram Clara,PERSON,female,christian,lastname_firstname
P Nautiyal,PERSON,female,rajasthani,initial_lastname
Raghu B,PERSON,male,gujarati,firstname_initial
Sunita S,PERSON,female,hindi,firstname_initial
SONAL WAGHELA,PERSON,female,gujarati,upper
SARLA LUHAR,PERSON,female,gujarati,upper
BIREN NAG,PERSON,male,assamese,upper
SMITHA KHATOON THOMAS,PERSON,female,malayalam,three_part_upper
mahadev jamkhandi,PERSON,male,kannada,lower
Sikand Kulvinder,PERSON,female,punjabi,lastname_firstname
aleem tanda,PERSON,male,muslim,lower
Behram,PERSON,male,parsi,firstname_only
SUNITA SAINI,PERSON,female,hindi,upper
Sreejith F,PERSON,male,malayalam,firstname_initial
S Cherian,PERSON,male,malayalam,initial_lastname
sorabji amaria,PERSON,male,parsi,lower
Luthra Bachittar,PERSON,male,punjabi,lastname_firstname
Nag Beatrice,PERSON,female,christian,lastname_firstname
Saren Gagan,PERSON,male,bengali,lastname_firstname
H Poduri,PERSON,male,telugu,initial_lastname
KULAMANI DEHURI,PERSON,male,odia,upper
Meena Zara,PERSON,female,hindi,lastname_firstname
Colleen,PERSON,female,christian,firstname_only
Velusamy Thangavel,PERSON,male,tamil,lastname_firstname
Baia Bhumij,PERSON,female,northeast,firstname_lastname
Triloki S,PERSON,male,hindi,firstname_initial
BADAMI PUSHPA REBARI,PERSON,female,rajasthani,three_part_upper
S Ralte,PERSON,male,northeast,initial_lastname
Lila Digal,PERSON,female,odia,firstname_lastname
SHANKAR MOOLYA,PERSON,male,kannada,upper
MERRILY DAIMARY,PERSON,female,northeast,upper
godfrey bagchi,PERSON,male,christian,lower
Panna,PERSON,female,rajasthani,firstname_only
Tara C,PERSON,female,rajasthani,firstname_initial
B Dumasia,PERSON,male,parsi,initial_lastname
Commissariat Perveen,PERSON,female,parsi,lastname_firstname
G Hota,PERSON,female,odia,initial_lastname
Dhiren Inamdar,PERSON,male,gujarati,firstname_lastname
parth tiwari,PERSON,male,hindi,lower
U Nandy,PERSON,male,bengali,initial_lastname
K Havewala,PERSON,male,parsi,initial_lastname
ferdinand pradhan,PERSON,male,northeast,lower
Lakshmanan Reshma,PERSON,female,malayalam,lastname_firstname
shakuntala gagarai,PERSON,female,odia,lower
Poornima P,PERSON,female,kannada,firstname_initial
tejpal goraya,PERSON,female,punjabi,lower
O Thind,PERSON,male,punjabi,initial_lastname
C L Mishra,PERSON,male,christian,initials_lastname
Subbiah,PERSON,male,kannada,firstname_only
NAVYA KALA,PERSON,female,hindi,upper
Kunal G,PERSON,male,bengali,firstname_initial
Charanjit Multani,PERSON,female,punjabi,firstname_lastname
R Dommeti,PERSON,male,telugu,initial_lastname
Arif U,PERSON,male,muslim,firstname_initial
M M Pirzada,PERSON,female,muslim,initials_lastname
Namboothiri Clara,PERSON,female,christian,lastname_firstname
shakuntala gora,PERSON,female,jain,lower
yohannan fernandez,PERSON,male,malayalam,lower
Kalwar Indu,PERSON,female,hindi,lastname_firstname
Jinesh,PERSON,male,jain,firstname_only
CHHOTALAL CHAUDHARY,PERSON,male,jain,upper
N Trivedi,PERSON,male,gujarati,initial_lastname
Champalal S,PERSON,female,jain,firstname_initial
Husna S,PERSON,female,muslim,firstname_initial
Chinoy Sheroo,PERSON,female,parsi,lastname_firstname
mukesh nat,PERSON,male,hindi,lower
nalini shastri,PERSON,female,kannada,lower
P Shanbhag,PERSON,male,kannada,initial_lastname
Rajveer J,PERSON,male,punjabi,firstname_initial
Hiren J,PERSON,male,gujarati,firstname_initial
Malaichamy Hari,PERSON,male,tamil,lastname_firstname
K Daga,PERSON,female,hindi,initial_lastname
Srilakshmi M,PERSON,female,kannada,firstname_initial
Bastia Nabakishore,PERSON,male,odia,lastname_firstname
Eyingtung L,PERSON,female,northeast,firstname_initial
K G Jamatia,PERSON,male,northeast,initials_lastname
G Lakhvir,PERSON,male,punjabi,initial_lastname
A Kini,PERSON,male,kannada,initial_lastname
Pralhad G,PERSON,male,marathi,firstname_initial
Soibam R,PERSON,male,northeast,firstname_initial
H Khosa,PERSON,male,punjabi,initial_lastname
Chandana H,PERSON,female,assamese,firstname_initial
Nazeer Faizabadi,PERSON,male,muslim,firstname_lastname
Supriti,PERSON,female,bengali,firstname_only
SHAHBANOO DUBASH,PERSON,female,parsi,upper
Yohannan Sumod,PERSON,male,malayalam,lastname_firstname
Sarabjit T,PERSON,female,punjabi,firstname_initial
anitha sekharan,PERSON,female,malayalam,lower
Parvati P,PERSON,female,rajasthani,firstname_initial
Raghunath Nair,PERSON,male,tamil,firstname_lastname
S Hazra,PERSON,female,bengali,initial_lastname
Jayaraman Magdalene,PERSON,female,christian,lastname_firstname
Shahbanoo Nagarwala,PERSON,female,parsi,firstname_lastname
P Thevar,PERSON,male,christian,initial_lastname
S M Rathod,PERSON,male,jain,initials_lastname
Chopra Liladhar,PERSON,male,rajasthani,lastname_firstname
Himanshu M,PERSON,male,telugu,firstname_initial
N Dalal,PERSON,male,parsi,initial_lastname
Ulfat,PERSON,female,muslim,firstname_only
vipul waghela,PERSON,male,gujarati,lower
ganeswar karji,PERSON,male,odia,lower
Bhavna Raval,PERSON,female,gujarati,firstname_lastname
S Selvaraj,PERSON,male,tamil,initial_lastname
Aakash C,PERSON,male,telugu,firstname_initial
Nabeesa N,PERSON,female,malayalam,firstname_initial
P Murugesan,PERSON,male,tamil,initial_lastname
J N Malhotra,PERSON,male,punjabi,initials_lastname
Zarine G,PERSON,female,parsi,firstname_initial
zulekha salafi,PERSON,female,muslim,lower
C Achary,PERSON,male,telugu,initial_lastname
L Kathiresan,PERSON,female,tamil,initial_lastname
bembem mizo,PERSON,female,northeast,lower
S Gulati,PERSON,female,hindi,initial_lastname
Marion,PERSON,female,christian,firstname_only
GOPINATH TRILOK LUKOSE,PERSON,male,malayalam,three_part_upper
ARUN BALAKRISHNAN,PERSON,male,malayalam,upper
Rajagopal Meena,PERSON,female,tamil,lastname_firstname
usha stephen,PERSON,female,malayalam,lower
Harsha,PERSON,male,telugu,firstname_only
Shivdayal Bansal,PERSON,male,rajasthani,firstname_lastname
