name,label,category,source,augmentation
Mohanty Furniture House,MERCHANT,furniture,local_pattern,original
Kothari  Gas  Agency,MERCHANT,fuel,local_pattern,augmented
Al Noo Pho Lab,MERCHANT,stationery,local_pattern,augmented
MaaKaliWorks,MERCHANT,local_shop,local_pattern,augmented
Gurdwara Solutions,MERCHANT,local_shop,local_pattern,original
UPI/Mirza Paints,MERCHANT,hardware,local_pattern,augmented
Qureshi Bike Point,MERCHANT,auto,local_pattern,original
Al Ftah Vidylaya,MERCHANT,education,local_pattern,augmented
FinBox/73,MERCHANT,other_merchant,synthetic,augmented
Crystal   Jewellers,MERCHANT,jewellery,local_pattern,augmented
P2P-Mohanty Stationers,MERCHANT,stationery,local_pattern,augmented
Malik_Diamond,MERCHANT,jewellery,local_pattern,augmented
Hyderabad   Metro,MERCHANT,government,real_brand,augmented
Mohit Paan Wale,MERCHANT,local_shop,desi_pattern,original
Naidu taionery,MERCHANT,stationery,local_pattern,augmented
Dvas Express,MERCHANT,travel,local_pattern,augmented
Angel   Photo   Studio,MERCHANT,stationery,local_pattern,augmented
IMPS-Raju Filling Station,MERCHANT,fuel,local_pattern,augmented
MaaSaraswatiHomeDecor,MERCHANT,furniture,local_pattern,augmented
Sanjay Paints,MERCHANT,hardware,local_pattern,original
Mohanty Cycle Store,MERCHANT,auto,local_pattern,original
Ghosh Gas Agency,MERCHANT,fuel,local_pattern,original
Chopra aK Store,MERCHANT,local_shop,desi_pattern,augmented
Al Madina Photo Studio,MERCHANT,stationery,local_pattern,original
Al Noor Jewellery/62,MERCHANT,jewellery,local_pattern,augmented
Bio   Ironing,MERCHANT,local_shop,local_pattern,augmented
Rakes K Dukan,MERCHANT,local_shop,desi_pattern,augmented
Mini CA iFrm,MERCHANT,professional,local_pattern,augmented
Model_Spa,MERCHANT,salon,local_pattern,augmented
Bedi Noodle Zone,MERCHANT,local_shop,desi_pattern,original
Saraswati  Juice  Centre,MERCHANT,restaurant,local_pattern,augmented
Quick Sanitary,MERCHANT,hardware,local_pattern,original
Paxvitra Spa,MERCHANT,salon,local_pattern,augmented
NEFT-ExcelInterior,MERCHANT,professional,local_pattern,augmented
Sandhu Precious,MERCHANT,jewellery,local_pattern,original
UPI-Maa Saraswati Provision Store,MERCHANT,local_shop,local_pattern,augmented
Vaghela Computer Corner,MERCHANT,local_shop,desi_pattern,original
Lalji  Super  Mart,MERCHANT,local_shop,local_pattern,augmented
Vaishnavi Depo.,MERCHANT,local_shop,local_pattern,augmented
BanerjeeSurgical,MERCHANT,medical,local_pattern,augmented
Rapjut Furnishing,MERCHANT,furniture,local_pattern,augmented
Super Legal Services,MERCHANT,professional,local_pattern,original
Verma Beauty Salon/58,MERCHANT,salon,local_pattern,augmented
Namo Saree Housge,MERCHANT,clothing,local_pattern,augmented
awat Auto Pats,MERCHANT,auto,local_pattern,augmented
Tau Cloth H..,MERCHANT,clothing,local_pattern,augmented
Sethhji Kitchen,MERCHANT,restaurant,local_pattern,augmented
Shind Aut Parts,MERCHANT,auto,local_pattern,augmented
Bkisht Medical Agency,MERCHANT,medical,local_pattern,augmented
Gaurav  Xerox  &  Printing,MERCHANT,stationery,local_pattern,augmented
Sai Ba***,MERCHANT,clothing,local_pattern,augmented
Al   Fatah   Coaching,MERCHANT,education,local_pattern,augmented
Pai Learning Centre,MERCHANT,education,local_pattern,original
Nikhil Lassi Corner,MERCHANT,local_shop,desi_pattern,original
Al Madina Gadget,MERCHANT,electronics,local_pattern,augmented
UPI/Kulkarni Ki Dukan,MERCHANT,local_shop,desi_pattern,augmented
Chavakn Bullion,MERCHANT,jewellery,local_pattern,augmented
Golduy Hospital,MERCHANT,medical,local_pattern,augmented
Bablu Digi.,MERCHANT,electronics,local_pattern,augmented
Thorat Tyres,MERCHANT,auto,local_pattern,original
Nair  Kulfi  Wala,MERCHANT,local_shop,desi_pattern,augmented
Suersh Building Material,MERCHANT,hardware,local_pattern,augmented
PAY-Patel Vidya Mandir,MERCHANT,education,local_pattern,augmented
Jadhav-Hotel,MERCHANT,restaurant,local_pattern,augmented
Old  Salon,MERCHANT,salon,local_pattern,augmented
Swami Super Ma,MERCHANT,local_shop,local_pattern,augmented
SuprEme Book STroE,MERCHANT,stationery,local_pattern,augmented
OldTimber,MERCHANT,hardware,local_pattern,augmented
radition Bike oint,MERCHANT,auto,local_pattern,augmented
Bajrang Furnitue Houe,MERCHANT,furniture,local_pattern,augmented
Chettiar Petrol Pump,MERCHANT,fuel,local_pattern,original
Divya Printing Press PPK,MERCHANT,stationery,local_pattern,augmented
Barkat Logistics,MERCHANT,travel,local_pattern,original
Rajesh fDigital Studio,MERCHANT,stationery,local_pattern,augmented
Mehta Worksh,MERCHANT,auto,local_pattern,augmented
arma Store,MERCHANT,local_shop,local_pattern,augmented
Jai Shiv Instittue,MERCHANT,education,local_pattern,augmented
oonliht Motors,MERCHANT,auto,local_pattern,augmented
Ashirwad pa,MERCHANT,salon,local_pattern,augmented
Jay Furniture,MERCHANT,furniture,local_pattern,original
Legayc CA Firm/29,MERCHANT,professional,local_pattern,augmented
Quick Curtains,MERCHANT,furniture,local_pattern,original
Premier   Courier,MERCHANT,travel,local_pattern,augmented
Geeta Grocery,MERCHANT,local_shop,local_pattern,augmented
Vijay Coaching,MERCHANT,education,local_pattern,original
Hashmi Mobile Corner,MERCHANT,local_shop,desi_pattern,original
GreenBookHouse,MERCHANT,stationery,local_pattern,augmented
Govind P...,MERCHANT,jewellery,local_pattern,augmented
SanjayKaStore,MERCHANT,local_shop,desi_pattern,augmented
Super   Cake   Shop,MERCHANT,restaurant,local_pattern,augmented
Gauri.Interiors,MERCHANT,furniture,local_pattern,augmented
Ra Ti,MERCHANT,hardware,local_pattern,augmented
Haji Kirna Stoe,MERCHANT,local_shop,local_pattern,augmented
Rajesh Chai gWala,MERCHANT,local_shop,desi_pattern,augmented
Noodle   World,MERCHANT,local_shop,desi_pattern,augmented
E- Filling Station,MERCHANT,fuel,local_pattern,original
Lal Tourism,MERCHANT,travel,local_pattern,augmented
Success Precious,MERCHANT,jewellery,local_pattern,original
Blue Building Material,MERCHANT,hardware,local_pattern,original
Bedi Provision Store-6874,MERCHANT,local_shop,local_pattern,augmented
Bajwa Digital St..,MERCHANT,stationery,local_pattern,augmented
UPI-Gaurav Gym,MERCHANT,local_shop,local_pattern,augmented
Malhotra   Book   Store,MERCHANT,stationery,local_pattern,augmented
UPI-Santoshi Traders,MERCHANT,local_shop,local_pattern,augmented
Jain-Bullion,MERCHANT,jewellery,local_pattern,augmented
Vaishno  Readymade  Garments,MERCHANT,clothing,local_pattern,augmented
BhattSofaHouse,MERCHANT,furniture,local_pattern,augmented
Bhosale.Stationers,MERCHANT,stationery,local_pattern,augmented
Sandhu Tikka Zone,MERCHANT,local_shop,desi_pattern,original
PAY-Tirupati Book House,MERCHANT,stationery,local_pattern,augmented
Pearl Chicen Crner,MERCHANT,restaurant,local_pattern,augmented
Negi Computesr,MERCHANT,electronics,local_pattern,augmented
Pa Ca Sh,MERCHANT,restaurant,local_pattern,augmented
Sabka Srical,MERCHANT,medical,local_pattern,augmented
Sat Mitai,MERCHANT,restaurant,local_pattern,augmented
Kamla  Pet  Shop,MERCHANT,local_shop,local_pattern,augmented
Waghmare Solutions,MERCHANT,professional,local_pattern,original
Bajwa Ply & Hardwar,MERCHANT,hardware,local_pattern,augmented
Pant  Tailor,MERCHANT,clothing,local_pattern,augmented
Gopldy Tailor,MERCHANT,clothing,local_pattern,augmented
Perfect Tech,MERCHANT,electronics,local_pattern,original
Ganes T Solutions,MERCHANT,electronics,local_pattern,augmented
Kamath Saniry Ware,MERCHANT,hardware,local_pattern,augmented
Tandon Mithai Point/72,MERCHANT,local_shop,desi_pattern,augmented
Blue Buildinng Material,MERCHANT,hardware,local_pattern,augmented
Chopra Nurisng Home,MERCHANT,medical,local_pattern,augmented
Hauman  Mar,MERCHANT,local_shop,local_pattern,augmented
NEFT-Vitthal Medical Store,MERCHANT,medical,local_pattern,augmented
Sabka Kirana tSore,MERCHANT,local_shop,local_pattern,augmented
Nattural Gadgets,MERCHANT,electronics,local_pattern,augmented
Vaishnavi Kitchen,MERCHANT,restaurant,local_pattern,original
Star Service Station,MERCHANT,fuel,local_pattern,original
Grewal Kul..,MERCHANT,local_shop,desi_pattern,augmented
Platinum/Paan/Shop,MERCHANT,restaurant,local_pattern,augmented
Rekha Keabb Point,MERCHANT,local_shop,desi_pattern,augmented
Gill Ply & Hardwa,MERCHANT,hardware,local_pattern,augmented
Sethji Dkepartmental Store,MERCHANT,local_shop,local_pattern,augmented
Ku In,MERCHANT,professional,local_pattern,augmented
Mohit  Juice  Corner,MERCHANT,restaurant,local_pattern,augmented
Jai Cloth Store,MERCHANT,clothing,local_pattern,original
Fast Tyre,MERCHANT,auto,local_pattern,augmented
Bsablu Mobiles,MERCHANT,electronics,local_pattern,augmented
Rao Provision Store QIL,MERCHANT,local_shop,local_pattern,augmented
Arora  Aquarium,MERCHANT,local_shop,local_pattern,augmented
Na Au Pa,MERCHANT,auto,local_pattern,augmented
PAY-Shah Tuition Centre,MERCHANT,education,local_pattern,augmented
Lasxkhmi Precious,MERCHANT,jewellery,local_pattern,augmented
Iyyer ***,MERCHANT,jewellery,local_pattern,augmented
United  Surgical,MERCHANT,medical,local_pattern,augmented
Rahul Herbal Beaauty,MERCHANT,salon,local_pattern,augmented
Bugdh Telecom,MERCHANT,electronics,local_pattern,augmented
E- Readymade Garments,MERCHANT,clothing,local_pattern,original
hSri Ram Photo Studio,MERCHANT,stationery,local_pattern,augmented
Durga Bryani Corne,MERCHANT,restaurant,local_pattern,augmented
hree Silk Hose,MERCHANT,clothing,local_pattern,augmented
Vaishno   Home   Decor,MERCHANT,furniture,local_pattern,augmented
Vijay Chaat Wale,MERCHANT,local_shop,desi_pattern,original
Raw Mat,MERCHANT,furniture,local_pattern,augmented
Life Insurance Corporatio,MERCHANT,insurance,real_brand,augmented
Goldy aCfe,MERCHANT,restaurant,local_pattern,augmented
Prekh Staionery,MERCHANT,stationery,local_pattern,augmented
Naa Wokshop,MERCHANT,auto,local_pattern,augmented
Sh Ra Mb Sh,MERCHANT,electronics,local_pattern,augmented
Jai  Hanuman  Daily  Needs,MERCHANT,local_shop,local_pattern,augmented
Central General Store,MERCHANT,local_shop,local_pattern,original
Trust Academy,MERCHANT,education,local_pattern,original
Shukla Book House,MERCHANT,stationery,local_pattern,original
Ghosh Steel-0958,MERCHANT,hardware,local_pattern,augmented
Mo Fu St,MERCHANT,fuel,local_pattern,augmented
Shirdi Sai Beauty Salon,MERCHANT,salon,local_pattern,original
P2P-Divya & Sons,MERCHANT,local_shop,local_pattern,augmented
Jet Airw,MERCHANT,travel_mobility,real_brand,augmented
Padmavati Inetrior,MERCHANT,professional,local_pattern,augmented
Nair Transoprt,MERCHANT,travel,local_pattern,augmented
New ichen,MERCHANT,restaurant,local_pattern,augmented
Chettiar/Movers/&/Packers,MERCHANT,travel,local_pattern,augmented
Jai aLkshmi & Sons,MERCHANT,local_shop,local_pattern,augmented
Sasta Diamnod,MERCHANT,jewellery,local_pattern,augmented
Chettiar   Interior,MERCHANT,professional,local_pattern,augmented
Sarswati Curtins,MERCHANT,furniture,local_pattern,augmented
Rainbow JJuice Centre,MERCHANT,restaurant,local_pattern,augmented
Bag.World,MERCHANT,local_shop,desi_pattern,augmented
Keventers-4521,MERCHANT,restaurant,real_brand,augmented
FirddausIroning,MERCHANT,local_shop,local_pattern,augmented
P2P-Lalji Legal Services866,MERCHANT,professional,local_pattern,augmented
Jian Workshop,MERCHANT,auto,local_pattern,augmented
Subramanian.,MERCHANT,hardware,local_pattern,augmented
ChachaStore,MERCHANT,local_shop,local_pattern,augmented
NairTailor,MERCHANT,clothing,local_pattern,augmented
Perfect anitar Ware,MERCHANT,hardware,local_pattern,augmented
Hashmi Industries,MERCHANT,local_shop,local_pattern,original
UPI/Tushar Diamond,MERCHANT,jewellery,local_pattern,augmented
Jai Lakshmi W,MERCHANT,auto,local_pattern,augmented
Shri.Ram.Coaching.Centre,MERCHANT,education,local_pattern,augmented
Chamunda Vastra Bhandar,MERCHANT,clothing,local_pattern,original
City Makeover Studio,MERCHANT,salon,local_pattern,original
Pioneer Timber,MERCHANT,hardware,local_pattern,original
More/Unisex/Salon,MERCHANT,salon,local_pattern,augmented
Rathod & Compan.,MERCHANT,local_shop,local_pattern,augmented
Shri Ram Vastra Bha,MERCHANT,clothing,local_pattern,augmented
Pappu-Advisory,MERCHANT,professional,local_pattern,augmented
Jai.Ambey.Cement.Store,MERCHANT,hardware,local_pattern,augmented
Dash Daily Nee,MERCHANT,local_shop,local_pattern,augmented
Heritage Photo Lab-0342,MERCHANT,stationery,local_pattern,augmented
Ram   Sweets,MERCHANT,restaurant,local_pattern,augmented
Asha Computre Point,MERCHANT,local_shop,desi_pattern,augmented
Shri Balaji Tyre House/22,MERCHANT,auto,local_pattern,augmented
Noro Classes,MERCHANT,education,local_pattern,augmented
Sunil Non Veg Corner,MERCHANT,restaurant,local_pattern,original
Juta Corner-3841,MERCHANT,local_shop,desi_pattern,augmented
Bose Curtains,MERCHANT,furniture,local_pattern,original
Soc,MERCHANT,restaurant,real_brand,augmented
Ambika Academy-8754,MERCHANT,education,local_pattern,augmented
Ram***,MERCHANT,clothing,local_pattern,augmented
Dhillon Fu...,MERCHANT,furniture,local_pattern,augmented
Hqaji Sanitary Ware-6171,MERCHANT,hardware,local_pattern,augmented
Sarita-Beauty-Salon,MERCHANT,salon,local_pattern,augmented
Ahmed  Centre,MERCHANT,local_shop,local_pattern,augmented
Shetty Pharmacyy,MERCHANT,medical,local_pattern,augmented
Salam Juice Corner,MERCHANT,restaurant,local_pattern,original
Iyer.Depot,MERCHANT,local_shop,local_pattern,augmented
Geeta Vidya Ma..,MERCHANT,education,local_pattern,augmented
Chandra eral Beauty,MERCHANT,salon,local_pattern,augmented
IMPS-Pillai Kirana/80,MERCHANT,local_shop,local_pattern,augmented
Sarkar Services,MERCHANT,local_shop,local_pattern,original
Sandhu Dseign Studio,MERCHANT,professional,local_pattern,augmented
UPI-i- Electronics,MERCHANT,electronics,local_pattern,augmented
GaneshHairCutting,MERCHANT,salon,local_pattern,augmented
Popular Grocery,MERCHANT,local_shop,local_pattern,original
Banerjee Statioenry,MERCHANT,stationery,local_pattern,augmented
Fortune Kitchen,MERCHANT,furniture,local_pattern,original
White Tour & Trav,MERCHANT,travel,local_pattern,augmented
Mohit Refrigeration,MERCHANT,electronics,local_pattern,original
Rao Pub..,MERCHANT,education,local_pattern,augmented
VermaNursingHome,MERCHANT,medical,local_pattern,augmented
Modi  Express,MERCHANT,travel,local_pattern,augmented
Solni Photo Lab,MERCHANT,stationery,local_pattern,augmented
aJi Mata Di Sanitary Ware,MERCHANT,hardware,local_pattern,augmented
vitthal/cliniC,MERCHANT,medical,local_pattern,augmented
Jadhav Drug Hse,MERCHANT,medical,local_pattern,augmented
Be Co,MERCHANT,restaurant,local_pattern,augmented
Nikhil Sofa House-7148,MERCHANT,furniture,local_pattern,augmented
E- Classes,MERCHANT,education,local_pattern,original
Ankit Mobil.,MERCHANT,electronics,local_pattern,augmented
Shukla & Asosciates,MERCHANT,professional,local_pattern,augmented
Hegde Beauty Parlour,MERCHANT,salon,local_pattern,original
Topa Expr,MERCHANT,travel,local_pattern,augmented
ew Helth Centre,MERCHANT,medical,local_pattern,augmented
Gounder/Mini/Mart,MERCHANT,local_shop,local_pattern,augmented
Jay Petroleum,MERCHANT,fuel,local_pattern,original
Desh Laundry,MERCHANT,local_shop,local_pattern,original
Iperial Glass Hous,MERCHANT,hardware,local_pattern,augmented
Elite Readyma...,MERCHANT,clothing,local_pattern,augmented
Clas..,MERCHANT,hardware,local_pattern,augmented
Me Xe,MERCHANT,stationery,local_pattern,augmented
Tandon EElectronics,MERCHANT,electronics,local_pattern,augmented
Ankit Hardware Store,MERCHANT,hardware,local_pattern,original
UPI-Maa Kali Depot,MERCHANT,local_shop,local_pattern,augmented
UPI/E- Non Veg Corner,MERCHANT,restaurant,local_pattern,augmented
Alli Tech,MERCHANT,electronics,local_pattern,augmented
Priya  Kennel,MERCHANT,local_shop,local_pattern,augmented
Centrl Worshop,MERCHANT,auto,local_pattern,augmented
Economy   Timber,MERCHANT,hardware,local_pattern,augmented
Super Medical Store UBV,MERCHANT,medical,local_pattern,augmented
Babu Vaishno Dhaba,MERCHANT,restaurant,local_pattern,original
IMPS-Rao Paints,MERCHANT,hardware,local_pattern,augmented
Sheikh Makeovver Studio,MERCHANT,salon,local_pattern,augmented
Srivasava.Kiraa.Store,MERCHANT,local_shop,local_pattern,augmented
Prim Xrox,MERCHANT,stationery,local_pattern,augmented
Raju Book Store,MERCHANT,stationery,local_pattern,original
Tau   Gift   Shop,MERCHANT,local_shop,local_pattern,augmented
Dash Momos Zone,MERCHANT,local_shop,desi_pattern,original
Prime Ayurvedic,MERCHANT,medical,local_pattern,original
Tau Ayurvedic-895,MERCHANT,medical,local_pattern,augmented
Rapid tSore,MERCHANT,local_shop,local_pattern,augmented
Kapoor/Mobile/Point,MERCHANT,electronics,local_pattern,augmented
Classic Enterprises,MERCHANT,local_shop,local_pattern,original
Economy Educational-5131,MERCHANT,education,local_pattern,augmented
UPI/Jai Spare Parts,MERCHANT,auto,local_pattern,augmented
Bhosale Garage,MERCHANT,auto,local_pattern,original
UPI/Mukherjee Biryani House,MERCHANT,restaurant,local_pattern,augmented
Shah   Gold   &   Silver,MERCHANT,jewellery,local_pattern,augmented
Sacin Frniture,MERCHANT,furniture,local_pattern,augmented
Cehttiar Electricals,MERCHANT,hardware,local_pattern,augmented
Pearl  Chemist,MERCHANT,medical,local_pattern,augmented
Jain Private Limited,MERCHANT,local_shop,local_pattern,original
Solanki Beauty Parlour,MERCHANT,salon,local_pattern,original
Al Nor Yog Centre,MERCHANT,local_shop,local_pattern,augmented
Digital Sta..-785,MERCHANT,stationery,local_pattern,augmented
Chicken Wale768,MERCHANT,local_shop,desi_pattern,augmented
Jai Shiv Dental Clinic,MERCHANT,medical,local_pattern,original
Google Pay,MERCHANT,fintech,real_brand,original
Vkas Beaut Parlour,MERCHANT,salon,local_pattern,augmented
Kamla Chem..,MERCHANT,medical,local_pattern,augmented
tuSHar dEpArteNtaL stre,MERCHANT,local_shop,local_pattern,augmented
Pandurang Furniture,MERCHANT,furniture,local_pattern,original
Emerald_Design_Studio,MERCHANT,professional,local_pattern,augmented
Dhillon Health Centr,MERCHANT,medical,local_pattern,augmented
UPI/United Furniture House/71,MERCHANT,furniture,local_pattern,augmented
trIPAtHI gaDGEts HFZ,MERCHANT,electronics,local_pattern,augmented
Raju Building Mate,MERCHANT,hardware,local_pattern,augmented
Singh_Gadgets,MERCHANT,electronics,local_pattern,augmented
Mondal Pathology Lab,MERCHANT,medical,local_pattern,original
Chintu Orhto Clinic,MERCHANT,medical,local_pattern,augmented
Shr Cur,MERCHANT,furniture,local_pattern,augmented
nAkit Ka Store,MERCHANT,local_shop,desi_pattern,augmented
Siddiqi Gas Agecy,MERCHANT,fuel,local_pattern,augmented
Rajesh Boutique/55,MERCHANT,clothing,local_pattern,augmented
Bio Tour***,MERCHANT,travel,local_pattern,augmented
Maa Sar Ele,MERCHANT,hardware,local_pattern,augmented
Kamb Juic Cent,MERCHANT,restaurant,local_pattern,augmented
NEFT-Sahoo Electronics,MERCHANT,electronics,local_pattern,augmented
Gansh Ornament,MERCHANT,jewellery,local_pattern,augmented
Pawar Gems,MERCHANT,jewellery,local_pattern,original
Chhotu   AC   Service,MERCHANT,electronics,local_pattern,augmented
Success CNG Station,MERCHANT,fuel,local_pattern,original
Yo Pr,MERCHANT,entertainment,real_brand,augmented
Shirdi Sai Beauuty Salon,MERCHANT,salon,local_pattern,augmented
Hauman Hopital,MERCHANT,medical,local_pattern,augmented
Sunrise Gas Age,MERCHANT,fuel,local_pattern,augmented
Pahtan Makeover Studio,MERCHANT,salon,local_pattern,augmented
GhoshCNGStation,MERCHANT,fuel,local_pattern,augmented
Hedge Printing Press,MERCHANT,stationery,local_pattern,augmented
Sachin Preciosu,MERCHANT,jewellery,local_pattern,augmented
IMPS-Waghmare Diagnostics,MERCHANT,medical,local_pattern,augmented
Jai/Lakshmi/Printing/Press,MERCHANT,stationery,local_pattern,augmented
Pearl   Ortho   Clinic,MERCHANT,medical,local_pattern,augmented
Hashmi ...,MERCHANT,travel,local_pattern,augmented
Shinde Stationery,MERCHANT,stationery,local_pattern,original
Babu Ornaments,MERCHANT,jewellery,local_pattern,original
Bhavani LPG Gas,MERCHANT,fuel,local_pattern,original
Bisht Sanitaryy Ware,MERCHANT,hardware,local_pattern,augmented
Kmla aishno Dhaba,MERCHANT,restaurant,local_pattern,augmented
Mehta Furniture Hous,MERCHANT,furniture,local_pattern,augmented
Pintu Service Centre,MERCHANT,auto,local_pattern,original
Tooppr,MERCHANT,education,real_brand,augmented
Dutta Funrishing,MERCHANT,furniture,local_pattern,augmented
Royal  Stores,MERCHANT,local_shop,local_pattern,augmented
Legacy Garage,MERCHANT,auto,local_pattern,original
Chhotu Tandoori Zone,MERCHANT,local_shop,desi_pattern,original
Radhey/Bridal/Studio,MERCHANT,salon,local_pattern,augmented
Anil Depot384,MERCHANT,local_shop,local_pattern,augmented
Joshi Furnishing,MERCHANT,furniture,local_pattern,original
Angel.Photo.Studio,MERCHANT,stationery,local_pattern,augmented
Select Supermarket,MERCHANT,local_shop,local_pattern,original
Nikhil/Travels,MERCHANT,travel,local_pattern,augmented
Online Ayurvedic,MERCHANT,medical,local_pattern,original
MangalCharteredAccountants,MERCHANT,professional,local_pattern,augmented
Mangalam Tourism,MERCHANT,travel,local_pattern,original
Lu Fa,MERCHANT,clothing,local_pattern,augmented
Raul CA Fir,MERCHANT,professional,local_pattern,augmented
Ansari Bi Point,MERCHANT,auto,local_pattern,augmented
Ammaji IT Soolutions,MERCHANT,electronics,local_pattern,augmented
Sbita Ram Pharmacy,MERCHANT,medical,local_pattern,augmented
PadmavatiBeautyParlour,MERCHANT,salon,local_pattern,augmented
Shroff.Consultants,MERCHANT,professional,local_pattern,augmented
Select Curtains834,MERCHANT,furniture,local_pattern,augmented
Bharat Supermarket,MERCHANT,local_shop,local_pattern,original
Mukherjee Dress ateril,MERCHANT,clothing,local_pattern,augmented
Malhotra-Ply-&-Hardware,MERCHANT,hardware,local_pattern,augmented
Expess Prvate Limited,MERCHANT,local_shop,local_pattern,augmented
Shetty Insittute,MERCHANT,education,local_pattern,augmented
Amit Maeove Studio,MERCHANT,salon,local_pattern,augmented
Brahma LLP,MERCHANT,local_shop,local_pattern,original
Kaml Stat,MERCHANT,stationery,local_pattern,augmented
Malik Ornaments,MERCHANT,jewellery,local_pattern,original
Venkateswara Chemist,MERCHANT,medical,local_pattern,original
Ranganath Sofa House,MERCHANT,furniture,local_pattern,original
Sai  Barber  Shop,MERCHANT,salon,local_pattern,augmented
Amul/48,MERCHANT,fmcg,real_brand,augmented
PAY-Divya Fuel Station,MERCHANT,fuel,local_pattern,augmented
Big Book House,MERCHANT,stationery,local_pattern,original
Silver Furniture House,MERCHANT,furniture,local_pattern,original
Patel Hair Cutting,MERCHANT,salon,local_pattern,original
Shroff Diamodn,MERCHANT,jewellery,local_pattern,augmented
Pavitra Daily Needs,MERCHANT,local_shop,local_pattern,original
Pandit Spare Parts,MERCHANT,auto,local_pattern,original
Thakr & Associaes,MERCHANT,professional,local_pattern,augmented
Khurana i ukan,MERCHANT,local_shop,desi_pattern,augmented
Nikhil/Gold/House,MERCHANT,jewellery,local_pattern,augmented
Suersh Paint House,MERCHANT,hardware,local_pattern,augmented
Shri Hari Cutrains,MERCHANT,furniture,local_pattern,augmented
Bose Gold House,MERCHANT,jewellery,local_pattern,original
Silver Communation,MERCHANT,electronics,local_pattern,augmented
Pawar Dental Clinic,MERCHANT,medical,local_pattern,original
United Mithai,MERCHANT,restaurant,local_pattern,original
Dwivedi Ka Store,MERCHANT,local_shop,desi_pattern,original
Baba/Sofa/House,MERCHANT,furniture,local_pattern,augmented
Sala Provision Sore,MERCHANT,local_shop,local_pattern,augmented
Hanuman Tailr,MERCHANT,clothing,local_pattern,augmented
Shroff Ka Shop,MERCHANT,local_shop,desi_pattern,original
Bajrang Gas Agency-0385,MERCHANT,fuel,local_pattern,augmented
ModiEyeClinic,MERCHANT,medical,local_pattern,augmented
Sunshine_Gadgets,MERCHANT,electronics,local_pattern,augmented
Bajwa/AC/Service,MERCHANT,electronics,local_pattern,augmented
Kuma sOF hOUsE,MERCHANT,furniture,local_pattern,augmented
LakshmiDigital,MERCHANT,electronics,local_pattern,augmented
Vitt Kenn,MERCHANT,local_shop,local_pattern,augmented
Lalji_Gold_&_Silver,MERCHANT,jewellery,local_pattern,augmented
Select Digiatl,MERCHANT,electronics,local_pattern,augmented
Frruit Wala,MERCHANT,local_shop,desi_pattern,augmented
NikhilTikkaWorld,MERCHANT,local_shop,desi_pattern,augmented
Das-Learning-Centre,MERCHANT,education,local_pattern,augmented
UPI-Mecca Fashion Hub,MERCHANT,clothing,local_pattern,augmented
CasaOne,MERCHANT,real_estate,real_brand,original
Ta Ju Co,MERCHANT,local_shop,desi_pattern,augmented
IMPS-Sai Bab,MERCHANT,restaurant,local_pattern,augmented
SaritaFurnitureHouse,MERCHANT,furniture,local_pattern,augmented
IMPS-More Health Centre,MERCHANT,medical,local_pattern,augmented
ChopraGroceryStore,MERCHANT,local_shop,local_pattern,augmented
Rastogi Tailor-643,MERCHANT,clothing,local_pattern,augmented
Ansari Readymade,MERCHANT,clothing,local_pattern,original
Eco Tax Consultant646,MERCHANT,professional,local_pattern,augmented
Quic Dily Needs,MERCHANT,local_shop,local_pattern,augmented
ICICI Securitiess,MERCHANT,banking,real_brand,augmented
Arora Gas Agency,MERCHANT,fuel,local_pattern,original
Guru Furniture,MERCHANT,furniture,local_pattern,original
Dinesh aLw Firm,MERCHANT,professional,local_pattern,augmented
Digital & Associates VWK,MERCHANT,professional,local_pattern,augmented
Prem Medi Agen,MERCHANT,medical,local_pattern,augmented
Lakshmi Vidya Mandir,MERCHANT,education,local_pattern,original
Arora IT Solutions-276,MERCHANT,electronics,local_pattern,augmented
Jai Shri Ram Gas Agency428,MERCHANT,fuel,local_pattern,augmented
Ashok Paints,MERCHANT,hardware,local_pattern,original
Pawar Petroleum,MERCHANT,fuel,local_pattern,original
Mama Classes,MERCHANT,education,local_pattern,original
Nadiu & Co,MERCHANT,professional,local_pattern,augmented
Salam Book Hou,MERCHANT,stationery,local_pattern,augmented
Mahalakshmi Le,MERCHANT,professional,local_pattern,augmented
Thkur rovision Store,MERCHANT,local_shop,local_pattern,augmented
Value G***,MERCHANT,jewellery,local_pattern,augmented
Indraprastha Gas,MERCHANT,utility,real_brand,original
Aashirwad Filling Station/53,MERCHANT,fuel,local_pattern,augmented
Qureshi   Consultants,MERCHANT,professional,local_pattern,augmented
IMPS-Kale Shop,MERCHANT,local_shop,local_pattern,augmented
Sabka J..,MERCHANT,jewellery,local_pattern,augmented
Imperial Salon,MERCHANT,salon,local_pattern,original
Digital Advisory,MERCHANT,professional,local_pattern,original
CentralFurniture,MERCHANT,furniture,local_pattern,augmented
Bhosale   Clinic,MERCHANT,medical,local_pattern,augmented
Adarsh Herbal Be...,MERCHANT,salon,local_pattern,augmented
Vikas.Service.Station,MERCHANT,fuel,local_pattern,augmented
Seethji Coaching,MERCHANT,education,local_pattern,augmented
Burger King India-0051,MERCHANT,restaurant,real_brand,augmented
eCntral Medical Agency,MERCHANT,medical,local_pattern,augmented
Vikas Educational,MERCHANT,education,local_pattern,original
Randhawa &..,MERCHANT,professional,local_pattern,augmented
Guru Computer Centre,MERCHANT,electronics,local_pattern,original
